8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 9.0000e-01 8.5714e-01 0.0000e+00 9.0000e-01 9.0000e-01 9.0000e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 6.2500e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 7.5000e-01 8.5714e-01 0.0000e+00 1.0000e+00 7.5000e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.4615e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.3333e-01 8.0000e-01 1.0000e+00 9.0000e-01 1.0000e+00 8.5714e-01 0.0000e+00 8.7500e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 7.7778e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 9.0909e-01
1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 6.6667e-01 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00
1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00
1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 8.8889e-01 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 7.0000e-01 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00
0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 0.0000e+00 8.5714e-01 1.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00
8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 9.0000e-01 8.5714e-01 0.0000e+00 9.0000e-01 9.0000e-01 9.0000e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 6.2500e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 7.5000e-01 8.5714e-01 0.0000e+00 1.0000e+00 7.5000e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.4615e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.3333e-01 8.0000e-01 1.0000e+00 9.0000e-01 1.0000e+00 8.5714e-01 0.0000e+00 8.7500e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 7.7778e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 9.0909e-01
1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00
1.0000e+00 7.7778e-01 1.0000e+00 1.0000e+00 1.0000e+00 7.7778e-01 1.0000e+00 1.0000e+00 7.7778e-01 1.0000e+00 1.0000e+00 7.7778e-01 8.8889e-01 1.0000e+00 7.7778e-01 8.8889e-01 8.8889e-01 8.8889e-01 1.0000e+00 7.7778e-01 1.0000e+00 1.0000e+00 7.7778e-01 1.0000e+00 7.7778e-01 1.0000e+00 7.5000e-01 1.0000e+00 7.7778e-01 1.0000e+00 1.0000e+00 2.0000e-01 1.0000e+00 7.7778e-01 1.0000e+00 2.0000e-01 1.0000e+00 7.7778e-01 1.0000e+00 8.3333e-01 1.0000e+00 7.7778e-01 1.0000e+00 8.1818e-01 7.7778e-01 1.0000e+00 8.8889e-01 1.0000e+00 1.0000e+00 7.7778e-01 8.5714e-01 1.0000e+00 7.7778e-01 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 7.7778e-01 1.0000e+00 0.0000e+00 1.0000e+00 7.7778e-01 1.0000e+00 1.0000e+00 9.0000e-01
0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 0.0000e+00 8.5714e-01 1.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 0.0000e+00 8.5714e-01 1.0000e+00 1.0000e+00 1.0000e+00
8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 9.0000e-01 8.5714e-01 0.0000e+00 9.0000e-01 9.0000e-01 9.0000e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 6.2500e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 7.5000e-01 8.5714e-01 0.0000e+00 1.0000e+00 7.5000e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.4615e-01 8.5714e-01 0.0000e+00 1.0000e+00 8.3333e-01 8.0000e-01 1.0000e+00 9.0000e-01 1.0000e+00 8.5714e-01 0.0000e+00 8.7500e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 8.5714e-01 0.0000e+00 1.0000e+00 7.7778e-01 8.5714e-01 0.0000e+00 1.0000e+00 1.0000e+00 9.0909e-01
1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 6.6667e-01 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00
1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00
1.0000e+00 9.0909e-01 1.0000e+00 1.0000e+00 1.0000e+00 9.0909e-01 1.0000e+00 1.0000e+00 9.0909e-01 1.0000e+00 1.0000e+00 9.0909e-01 4.2857e-01 1.0000e+00 9.0909e-01 4.2857e-01 4.2857e-01 4.2857e-01 1.0000e+00 9.0909e-01 1.0000e+00 1.0000e+00 9.0909e-01 1.0000e+00 9.0909e-01 1.0000e+00 9.0000e-01 1.0000e+00 9.0909e-01 1.0000e+00 1.0000e+00 8.8889e-01 1.0000e+00 9.0909e-01 1.0000e+00 8.8889e-01 1.0000e+00 9.0909e-01 1.0000e+00 9.2857e-01 1.0000e+00 9.0909e-01 8.1818e-01 9.2308e-01 9.0909e-01 1.0000e+00 9.0000e-01 1.0000e+00 1.0000e+00 9.0909e-01 8.7500e-01 1.0000e+00 9.0909e-01 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 9.0909e-01 1.0000e+00 9.0000e-01 1.0000e+00 9.0909e-01 1.0000e+00 1.0000e+00 0.0000e+00
